,Property_Type,Price,Title,Location,Description,Time,Amenities
773,Apartment,"6,500,000EGP",for sale 2 beds fully finished view fountain,"Fountain Side, Uptown Cairo, Mokattam, Cairo","2bedrooms,2bathrooms,147sqm",Listed 1 month ago,"Furnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
774,Apartment,"3,500,000EGP",Apartment For Sale in Stone Residence in New Cairo,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,200sqm",Listed 26 days ago,"Unfurnished,Security,Private Garden,Balcony,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
775,Villa,"2,000,000EGP",villa for sale sarai s1 prime location,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","5bedrooms,5bathrooms,295sqm",Listed 25 days ago,"Unfurnished,Security,Private Garden,Children's Pool,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Shared Gym,Maids Room,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Shared Spa"
776,Villa,"7,500,000EGP",villa in mountain view i city october,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza","4bedrooms,3bathrooms,210sqm",Listed 2 months ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Maid Service,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
777,Apartment,"1,397,100EGP",Deliver now Apartment + garden next to AUC at AZAD,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2bedrooms,1bathroom,115sqm",Listed 10 days ago,none
778,Townhouse,"605,000EGP",Townhouse 315 m near Al Rehab|5% DP + club house,"Stei8ht, The 1st Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,315sqm",Listed 2 months ago,"Unfurnished,Central A/C,Security,Children's Pool,Balcony,Private Pool,Children's Play Area"
779,Apartment,"5,800,000EGP",FULLY FINISHED APT + ACs |DELIVERY 8 MONTHS|10% DP,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","3bedrooms,3bathrooms,160sqm",Listed 4 days ago,"Unfurnished,Security,Children's Pool,Maid Service,Balcony,Shared Gym,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
780,Apartment,"2,800,000EGP",Typical floor apartment for sale at The Village,"The Village, South Investors Area, New Cairo City, Cairo","2bedrooms,2bathrooms,146sqm",Listed 4 months ago,"Unfurnished,Security,Children's Pool,Balcony,Shared Pool,Pets Allowed,View of Landmark,Children's Play Area"
781,Villa,"19,000,000EGP",Mivida | Villa| Fully finished |land area :455 SQM,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,244sqm",Listed 18 days ago,"Unfurnished,Central A/C,Security,Private Garden,Concierge,Maid Service,Lobby in Building,Balcony,Shared Gym,Maids Room,Walk-in Closet,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
782,Twin House,"7,500,000EGP","Twin house for sale in Layan, 283m,, great view","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4bedrooms,4bathrooms,283sqm",Listed 3 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Security,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Shared Gym,Maids Room,Study,Walk-in Closet,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
783,Townhouse,"990,000EGP",Own Villa Ready to move in compound in sherouk,"Al Patio 5 East, El Patio, El Shorouk Compounds, Shorouk City, Cairo","4bedrooms,3bathrooms,212sqm",Listed 25 days ago,"Unfurnished,Security,Concierge,Balcony,Study,Walk-in Closet,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
784,Twin House,"7,000,000EGP",Twin House for sale Patio direct on the pool,"Patio Al Zahraa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","4bedrooms,4bathrooms,255sqm",Listed 9 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
785,Villa,"12,000,000EGP",Standalone + Pool | Fully Furnished + Appliances,"Al Shorouk 2000, El Shorouk Compounds, Shorouk City, Cairo","6bedrooms,6bathrooms,450sqm",Listed 2 months ago,"Furnished,Central A/C,Security,Built in Wardrobes,Balcony,Covered Parking"
786,Apartment,"280,000EGP","apt145m|fully finished|immediate delivery,280K DP","Al Maqsad, New Capital Compounds, New Capital City, Cairo","3bedrooms,2bathrooms,145sqm",Listed 11 days ago,"Unfurnished,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
787,Villa,"27,500,000EGP",Attractive price|in the Best location near AlRehab,"El Banafseg 12, El Banafseg, New Cairo City, Cairo","5bedrooms,4bathrooms,850sqm",Listed 2 months ago,none
788,Apartment,"190,000EGP","Apartment 150m WITH garden ,insta 10 years","De Joya, New Capital Compounds, New Capital City, Cairo","3bedrooms,3bathrooms,150sqm",Listed 11 days ago,"Unfurnished,Private Garden,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
789,Chalet,"1,824,000EGP",Lowest Down payment Chalet fully - Hacienda bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast","3bedrooms,3bathrooms,141sqm",Listed 4 days ago,"Unfurnished,Security,Private Garden,Concierge,Balcony,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
790,Townhouse,"5,900,000EGP","Townhouse corner|10% down payment ,14 years Equal","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","3bedrooms,5bathrooms,200sqm",Listed 3 months ago,"Unfurnished,Kitchen Appliances,Central A/C,Security,View of Landmark"
791,Apartment,"4,400,000EGP","Apartment 199m in HapTown Hassan Allam,","HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,3bathrooms,199sqm",Listed 17 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
792,Villa,"6,200,000EGP",Townhouse| garden |fully finished-Ultra Super lux,"Al Patio 5, El Patio, El Shorouk Compounds, Shorouk City, Cairo","4bedrooms,4bathrooms,285sqm",Listed 1 month ago,"Unfurnished,Security,Private Garden,Balcony,Covered Parking"
793,Duplex,"6,500,000EGP",Panoramic open View with huge Terrace in Mohandsin,"Mecca Al Mokarama St., Mohandessin, Giza","3bedrooms,3bathrooms,450sqm",Listed 3 months ago,"Furnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Maids Room,Study,Walk-in Closet,Pets Allowed,View of Landmark,Barbecue Area,Covered Parking"
794,Villa,"6,300,000EGP",villa  view land scape  + installments 9 years,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,3bathrooms,165sqm",Listed 20 days ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
795,Twin House,"8,400,000EGP",twin house for sale in  dyar park with hot price,"Dyar Park, Ext North Inves Area, New Cairo City, Cairo","4bedrooms,6bathrooms,300sqm",Listed 11 days ago,"Unfurnished,Security,Concierge,Maid Service,Lobby in Building,Maids Room,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
796,Apartment,"407,000EGP",DP185|Flat177+Garden|10%Discount+7yearsInstallment,"IL Bosco, New Capital Compounds, New Capital City, Cairo","3bedrooms,3bathrooms,177sqm",Listed 2 months ago,"Unfurnished,Central A/C,Security,Private Garden,Children's Pool,Balcony,Private Gym,Shared Gym,Children's Play Area,Barbecue Area,Covered Parking"
797,Apartment,"6,846,000EGP",Apartment 3 Bedrooms Open View Avenues Residence,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,152sqm",Listed 5 days ago,"Unfurnished,Central A/C,Security,Balcony,Shared Gym,Shared Pool,Pets Allowed"
798,Villa,"22,000,000EGP","Villa for sale, super lux finishing, golf view","Madinaty, Cairo","4bedrooms,4bathrooms,815sqm",Listed 12 hours ago,"Unfurnished,Kitchen Appliances,Central A/C,Security,Private Garden,Concierge,Maid Service,Balcony,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
799,Villa,"30,000,000EGP",Villa 575m Ready to move Palm Hills Pk1 over 8year,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","7bedrooms,8bathrooms,575sqm",Listed 1 month ago,"Unfurnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
800,Apartment,"2,550,000EGP",Apartment152m for sale at newcairo by installments,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,2bathrooms,152sqm",Listed 4 months ago,"Unfurnished,Central A/C,Security,Children's Pool,Concierge,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
801,Villa,"40,000,000EGP",Villa| For Sale|Emaar |Uptown|Fully Finished|Ready,"Terencia, Uptown Cairo, Mokattam, Cairo","4bedrooms,4bathrooms,428sqm",Listed 2 months ago,"Unfurnished,Security,Private Garden,Concierge,Maid Service,Balcony,Maids Room,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Landmark,Barbecue Area,Covered Parking,Shared Spa"
802,Apartment,"1,517,000EGP",Own your apartment 185m 20% dp-Second District,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,185sqm",Listed 14 days ago,"Unfurnished,Security,Concierge,Lobby in Building,Balcony,Pets Allowed,Covered Parking"
803,Villa,"12,000,000EGP",villa immediate delivery for sale at la terra,"La Terra, South Investors Area, New Cairo City, Cairo","4bedrooms,4bathrooms,590sqm",Listed 20 days ago,none
804,Villa,"23,000,000EGP",Villa for sale V3B+B in CFC Directly on Lake,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","6bedrooms,7bathrooms,718sqm",Listed 6 months ago,"Unfurnished,Central A/C,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking"
805,Townhouse,"870,000EGP",Minuets from AUC|Townhouse 210m+ 5% Dp over 9y+GYM,"The Wonder Marq, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,3bathrooms,210sqm",Listed 2 months ago,"Unfurnished,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Balcony,View of Water,View of Landmark,Barbecue Area,Covered Parking,Shared Spa"
806,Townhouse,"7,350,000EGP",townhouse sale westridge-New Giza - prime location,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza","3bedrooms,4bathrooms,305sqm",Listed 14 days ago,"Unfurnished,Central A/C,Security,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
807,Apartment,"1,900,000EGP","For high-end living, an apartment of 200m in Degla","Degla Square, Degla, Hay El Maadi, Cairo","3bedrooms,2bathrooms,200sqm",Listed 24 days ago,"Partly furnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
808,Villa,"14,000,000EGP",Standalone villa corner lakefront best view,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza","4bedrooms,5bathrooms,425sqm",Listed 3 months ago,"Unfurnished,Security,Private Garden,Shared Gym,Shared Spa"
809,Apartment,"500,250EGP",Apartment for sale 145m | In Mountain View iCity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,3bathrooms,145sqm",Listed 2 months ago,"Unfurnished,Security,Lobby in Building,Balcony,Pets Allowed,Shared Spa"
810,Villa,"24,500,000EGP",For Sale Standalone Villa - Mivida - New Cairo,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4bedrooms,4bathrooms,407sqm",Listed 7 days ago,"Unfurnished,Security,Children's Pool,Maid Service,Built in Wardrobes,Balcony,Shared Gym,Maids Room,Shared Pool,Pets Allowed,View of Landmark,Barbecue Area,Covered Parking,Shared Spa"
811,Apartment,"5,800,000EGP",Own your Fully finished Aprt. with 0% DP over 8YRS,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","3bedrooms,3bathrooms,160sqm",Listed 2 days ago,"Unfurnished,Central A/C,Security,Children's Pool,Concierge,Built in Wardrobes,Balcony,Shared Gym,Study,Walk-in Closet,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
812,Apartment,"5,800,000EGP",Fully Finished Apartment for Sale in Forty West,"Forty West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","2bedrooms,2bathrooms,153sqm",Listed 4 months ago,"Unfurnished,Kitchen Appliances,Security,Private Garden,Maid Service,Balcony,Maids Room,Study,Pets Allowed,Children's Play Area,Barbecue Area,Covered Parking"
813,Villa,"8,200,000EGP",UNDER Market Price Villa 700 BUA prime location,"Meadows Park, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","5bedrooms,5bathrooms,700sqm",Listed 1 month ago,"Unfurnished,Security,Private Garden,Lobby in Building,Balcony,Maids Room,Study,Walk-in Closet,Pets Allowed,View of Water,Barbecue Area"
814,Duplex,"7,000,000EGP",Duplex Roof 317m Very Prime Location in Eastiwn,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,5bathrooms,317sqm",Listed 11 days ago,"Unfurnished,Security,Concierge,Maid Service,Balcony,Maids Room,Pets Allowed,Children's Play Area,Barbecue Area"
815,iVilla,"1,830,000EGP",Ivilla garden lake view at mountain view icity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4bedrooms,4bathrooms,240sqm",Listed 10 days ago,none
816,Villa,"10,500,000EGP","Villa for sale, first row, Swan Lake, North Coast","Swan Lake, Qesm Ad Dabaah, North Coast","8bedrooms,8bathrooms,1,790sqm",Listed 6 months ago,"Partly furnished,Kitchen Appliances,Central A/C,Private Jacuzzi,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Lobby in Building,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
817,Villa,"17,500,000EGP",Standalone Villa in PK1 | Overlooking Lake,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","4bedrooms,4bathrooms,570sqm",Listed 1 month ago,"Unfurnished,Central A/C,Security,Private Garden,Balcony,Maids Room,Covered Parking"
818,Apartment,"7,170,000EGP",Own a Apartment in Hyde Park New Cairo,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3bedrooms,2bathrooms,185sqm",Listed 1 month ago,"Unfurnished,Security,Balcony,Walk-in Closet,Pets Allowed,Children's Play Area,Barbecue Area"
819,Apartment,"3,800,000EGP","down payment 380K,received villa 166m ,ins 10 y","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3bedrooms,3bathrooms,166sqm",Listed 6 days ago,"Unfurnished,Security,Private Garden,Children's Pool,Concierge,Maid Service,Built in Wardrobes,Balcony,Private Gym,Shared Gym,Maids Room,Study,Walk-in Closet,Private Pool,Shared Pool,Pets Allowed,View of Water,View of Landmark,Children's Play Area,Barbecue Area,Covered Parking,Shared Spa"
